阿伦方差,a'lun'fang'cha
拐点灵敏度,guai'dian'ling'min'du
管壁厚,guan'bi'hou
管材,guan'cai
观测,guan'ce
观测档,guan'ce'dang
观测井,guan'ce'jing
观测距离,guan'ce'ju'li
观测值,guan'ce'zhi
观察性流域,guan'cha'xing'liu'yu
观察者系数,guan'cha'zhe'xi'shu
管道,guan'dao
管道保温,guan'dao'bao'wen
管道工具,guan'dao'gong'ju
管道间,guan'dao'jian
管道内底标高,guan'dao'nei'di'biao'gao
管道排水,guan'dao'pai'shui
管道清理机,guan'dao'qing'li'ji
管道设计,guan'dao'she'ji
管道系统图,guan'dao'xi'tong'tu
管敦怡,guan'dun'yi
灌缝,guan'feng
灌溉泵站测量,guan'gai'beng'zhan'ce'liang
灌溉农业,guan'gai'nong'ye
灌溉水质标准,guan'gai'shui'zhi'biao'zhun
灌溉田,guan'gai'tian
管沟,guan'gou
管涵,guan'han
管件,guan'jian
关键词,guan'jian'ci
冠接,guan'jie
管井沉淀管,guan'jing'chen'dian'guan
管井滤水管,guan'jing'lv'shui'guan
管理不严,guan'li'bu'yan
管理房,guan'li'fang
管理所,guan'li'suo
管理图,guan'li'tu
管理呀,guan'li'ya
管理与交流,guan'li'yu'jiao'liu
管内敷线,guan'nei'fu'xian
管内径,guan'nei'jing
管内流行时间,guan'nei'liu'xing'shi'jian
灌铅,guan'qian
贯入法,guan'ru'fa
观赏辣椒,guan'shang'la'jiao
观赏园艺,guan'shang'yuan'yi
管式配水系统,guan'shi'pei'shui'xi'tong
惯态面,guan'tai'mian
贯通,guan'tong
管外径,guan'wai'jing
管网漏失水量,guan'wang'lou'shi'shui'liang
管网综合,guan'wang'zong'he
管线,guan'xian
管线布置,guan'xian'bu'zhi
管线系统,guan'xian'xi'tong
管线综合设计,guan'xian'zong'he'she'ji
冠形,guan'xing
管性质理问题,guan'xing'zhi'li'wen'ti
观音山组,guan'yin'shan'zu
观音塘山,guan'yin'tang'shan
贯月忍冬,guan'yue'ren'dong
灌注桩,guan'zhu'zhuang
管子吊架,guan'zi'diao'jia
管子箍,guan'zi'gu
管子钳,guan'zi'qian
管子托架,guan'zi'tuo'jia
管座,guan'zuo
光泵,guang'beng
光泵浦,guang'beng'pu
广播型图文,guang'bo'xing'tu'wen
广播业务,guang'bo'ye'wu
光补偿点,guang'bu'chang'dian
光彩事业,guang'cai'shi'ye
光导仪器,guang'dao'yi'qi
光电测距仪,guang'dian'ce'ju'yi
光电导衰退,guang'dian'dao'shuai'tui
光电对抗,guang'dian'dui'kang
光电化学电池,guang'dian'hua'xue'dian'chi
光电集成电路,guang'dian'ji'cheng'dian'lu
光电控制,guang'dian'kong'zhi
光电控制装置,guang'dian'kong'zhi'zhuang'zhi
光电离,guang'dian'li
光电行波管,guang'dian'xing'bo'guan
光电转换效率,guang'dian'zhuan'huan'xiao'lv
广东万年青,guang'dong'wan'nian'qing
光阀,guang'fa
光发送机,guang'fa'song'ji
光伏器件,guang'fu'qi'jian
光伏效应,guang'fu'xiao'ying
光孤子,guang'gu'zi
光合强度,guang'he'qiang'du
光核桃,guang'he'tao
光合有效辐射,guang'he'you'xiao'fu'she
光环,guang'huan
光机扫描仪,guang'ji'sao'miao'yi
广金钱草,guang'jin'qian'cao
光缆,guang'lan
光缆连接器,guang'lan'lian'jie'qi
光零差探测,guang'ling'cha'tan'ce
光轮压路机,guang'lun'ya'lu'ji
光滤波器,guang'lv'bo'qi
光敏感器,guang'min'gan'qi
光敏开关,guang'min'kai'guan
光敏微晶玻璃,guang'min'wei'jing'bo'li
光能利用率,guang'neng'li'yong'lv
光耦合器,guang'ou'he'qi
光盘以,guang'pan'yi
光偏置,guang'pian'zhi
光偏转,guang'pian'zhuan
光频标,guang'pin'biao
光频频分复用,guang'pin'pin'fen'fu'yong
光谱信息,guang'pu'xin'xi
光强调制,guang'qiang'tiao'zhi
光时域反射仪,guang'shi'yu'fan'she'yi
光衰减器,guang'shuai'jian'qi
光调制器,guang'tiao'zhi'qi
光同步网,guang'tong'bu'wang
光通量法,guang'tong'liang'fa
光外差探测,guang'wai'cha'tan'ce
广西白,guang'xi'bai
光纤包层,guang'xian'bao'ceng
光纤差动保护,guang'xian'cha'dong'bao'hu
光纤固定接头,guang'xian'gu'ding'jie'tou
光纤激光器,guang'xian'ji'guang'qi
光纤敏感器,guang'xian'min'gan'qi
光纤色散,guang'xian'se'san
光纤束,guang'xian'shu
光纤陀螺,guang'xian'tuo'luo
光信息处理,guang'xin'xi'chu'li
光学存储,guang'xue'cun'chu
光学谐振腔,guang'xue'xie'zhen'qiang
光学章动,guang'xue'zhang'dong
光学准直,guang'xue'zhun'zhi
光叶榉,guang'ye'ju
光照处理,guang'zhao'chu'li
光致变色玻璃,guang'zhi'bian'se'bo'li
光周期现象,guang'zhou'qi'xian'xiang
光注入器,guang'zhu'ru'qi
光子,guang'zi
光自陷,guang'zi'xian
硅靶视象管,gui'ba'shi'xiang'guan
硅丙,gui'bing
归并为,gui'bing'wei
桂承新,gui'cheng'xin
轨窗帘,gui'chuang'lian
硅带生长,gui'dai'sheng'zhang
归档,gui'dang
归档文件目录,gui'dang'wen'jian'mu'lu
轨道高度,gui'dao'gao'du
轨道管,gui'dao'guan
轨道铺筑,gui'dao'pu'zhu
轨道预报,gui'dao'yu'bao
柜对角线,gui'dui'jiao'xian
规范文法,gui'fan'wen'fa
规范项目,gui'fan'xiang'mu
贵妃红,gui'fei'hong
贵妃黄,gui'fei'huang
规划设计条件,gui'hua'she'ji'tiao'jian
硅化物栅,gui'hua'wu'shan
归卷,gui'juan
硅铝层,gui'lv'ceng
硅镁层,gui'mei'ceng
柜面监督,gui'mian'jian'du
硅酸盐板,gui'suan'yan'ban
桂西红,gui'xi'hong
归一化探测率,gui'yi'hua'tan'ce'lv
桂圆,gui'yuan
硅质灰岩,gui'zhi'hui'yan
桂竹香,gui'zhu'xiang
贵族商店,gui'zu'shang'dian
滚动,gun'dong
滚动校正,gun'dong'jiao'zheng
滚降,gun'jiang
滚轮式玻璃刀,gun'lun'shi'bo'li'dao
滚筒式搅拌机,gun'tong'shi'jiao'ban'ji
滚筒刷,gun'tong'shua
国宝灰,guo'bao'hui
果菜类蔬菜,guo'cai'lei'shu'cai
过程平均,guo'cheng'ping'jun
过程线,guo'cheng'xian
郭次口,guo'ci'kou
国道,guo'dao
锅顶山,guo'ding'shan
过渡层,guo'du'ceng
过度抽取,guo'du'chou'qu
过分放牧,guo'fen'fang'mu
郭广峰,guo'guang'feng
郭海生,guo'hai'sheng
过会聚,guo'hui'ju
国际货币市场,guo'ji'huo'bi'shi'chang
国际统计学会,guo'ji'tong'ji'xue'hui
国家档案,guo'jia'dang'an
国家决算,guo'jia'jue'suan
国家空管系统,guo'jia'kong'guan'xi'tong
国家林业局,guo'jia'lin'ye'ju
果酱,guo'jiang
果酒,guo'jiu
郭可汾,guo'ke'fen
过来也好,guo'lai'ye'hao
郭磊,guo'lei
过量砍伐,guo'liang'kan'fa
郭灵,guo'ling
过零鉴别器,guo'ling'jian'bie'qi
锅炉,guo'lu
锅炉给水泵,guo'lu'gei'shui'beng
过路黄,guo'lu'huang
过滤,guo'lv
过滤室,guo'lv'shi
过氯乙烯磁漆,guo'lv'yi'xi'ci'qi
过氯乙烯底漆,guo'lv'yi'xi'di'qi
过氯乙烯腻子,guo'lv'yi'xi'ni'zi
过氯乙烯漆,guo'lv'yi'xi'qi
过氯乙烯清漆,guo'lv'yi'xi'qing'qi
国民党主席,guo'min'dang'zhu'xi
果木类,guo'mu'lei
国内法,guo'nei'fa
国庆花,guo'qing'hua
过群聚,guo'qun'ju
果肉,guo'rou
果肉饮料,guo'rou'yin'liao
过剩载流子,guo'sheng'zai'liu'zi
国势统计学派,guo'shi'tong'ji'xue'pai
果实直感,guo'shi'zhi'gan
果树栽培,guo'shu'zai'pei
过水路面,guo'shui'lu'mian
过塌陷,guo'ta'xian
国外软件,guo'wai'ruan'jian
国王椰子,guo'wang'ye'zi
国信新城,guo'xin'xin'cheng
国营林场,guo'ying'lin'chang
国有林业单位,guo'you'lin'ye'dan'wei
过载,guo'zai
过载保护,guo'zai'bao'hu
过振,guo'zhen
郭谘口,guo'zi'kou
哈承佑,ha'cheng'you
哈佛白麻,ha'fo'bai'ma
哈夫抱箍,ha'fu'bao'gu
哈雷车,ha'lei'che
哈密瓜,ha'mi'gua
哈密黄,ha'mi'huang
海岸,hai'an
海岸线,hai'an'xian
海拔,hai'ba
海滨,hai'bin
海滨木槿,hai'bin'mu'jin
海波,hai'bo
海沧白,hai'cang'bai
海潮,hai'chao
海川电器,hai'chuan'dian'qi
海道测量,hai'dao'ce'liang
海岛棉,hai'dao'mian
海底通信,hai'di'tong'xin
海防林,hai'fang'lin
害风,hai'feng
海风,hai'feng
骇惧,hai'ju
海军卫导系统,hai'jun'wei'dao'xi'tong
海浪,hai'lang
海勒邵模拟,hai'le'shao'mo'ni
海马,hai'ma
海漫,hai'man
海绵轮,hai'mian'lun
海绵镍阴极,hai'mian'nie'yin'ji
海绵刷,hai'mian'shua
海南菜豆,hai'nan'cai'dou
海南黑,hai'nan'hei
海南红豆,hai'nan'hong'dou
海南蒌,hai'nan'lou
海南洒金,hai'nan'sa'jin
海南椰子,hai'nan'ye'zi
海平厨具,hai'ping'chu'ju
海平面,hai'ping'mian
海区总图,hai'qu'zong'tu
海石竹,hai'shi'zhu
海水激活电池,hai'shui'ji'huo'dian'chi
海滩,hai'tan
海图,hai'tu
海湾,hai'wan
海峡军事,hai'xia'jun'shi
海相,hai'xiang
海啸,hai'xiao
海洋白,hai'yang'bai
海洋测量,hai'yang'ce'liang
海洋地球化学,hai'yang'di'qiu'hua'xue
海洋环境,hai'yang'huan'jing
海州常山,hai'zhou'chang'shan
孩子演电影,hai'zi'yan'dian'ying
韩爱玲,han'ai'ling
汉白玉,han'bai'yu
含白云质,han'bai'yun'zhi
旱冰场,han'bing'chang
寒潮,han'chao
旱垂柳,han'chui'liu
寒带,han'dai
旱稻,han'dao
旱地农业,han'di'nong'ye
涵洞,han'dong
寒风,han'feng
旱风,han'feng
含钢量,han'gang'liang
旱谷,han'gu
韩红玉,han'hong'yu
憨乎乎,han'hu'hu
汉化修正版,han'hua'xiu'zheng'ban
汉江中下游,han'jiang'zhong'xia'you
焊接,han'jie
焊接钢筋,han'jie'gang'jin
旱井,han'jing
焊炬,han'ju
含腊量试验,han'la'liang'shi'yan
寒冷,han'leng
寒流,han'liu
旱流污水,han'liu'wu'shui
汉明窗,han'ming'chuang
汉明界,han'ming'jie
含泥量,han'ni'liang
函聘,han'pin
寒气,han'qi
寒热,han're
旱伞草,han'san'cao
含沙量,han'sha'liang
撼山拔树,han'shan'ba'shu
含湿度,han'shi'du
含水度,han'shui'du
含水量,han'shui'liang
含水率,han'shui'lv
汉托,han'tuo
韩卫胜,han'wei'sheng
含笑,han'xiao
汉新红,han'xin'hong
含羞草,han'xiu'cao
寒暄客套,han'xuan'ke'tao
颔厌,han'yan
汉阳郭次口,han'yang'guo'ci'kou
涵养水源,han'yang'shui'yuan
焊油,han'you
焊渣,han'zha
寒证,han'zheng
航标,hang'biao
航测地籍,hang'ce'di'ji
航道,hang'dao
航道管理,hang'dao'guan'li
巷道识别,hang'dao'shi'bie
巷道碎部测量,hang'dao'sui'bu'ce'liang
巷道验收丈量,hang'dao'yan'shou'zhang'liang
巷道中线标定,hang'dao'zhong'xian'biao'ding
航海雷达,hang'hai'lei'da
杭灰,hang'hui
行间中耕机,hang'jian'zhong'geng'ji
航空电子学,hang'kong'dian'zi'xue
航空相片,hang'kong'xiang'pian
夯扩桩,hang'kuo'zhuang
航摄基线,hang'she'ji'xian
夯实,hang'shi
行输出变压器,hang'shu'chu'bian'ya'qi
航速,hang'su
航天摄影,hang'tian'she'ying
航天摄影测量,hang'tian'she'ying'ce'liang
航艇洞库测量,hang'ting'dong'ku'ce'liang
航卫片,hang'wei'pian
航位推算导航,hang'wei'tui'suan'dao'hang
航位推算法,hang'wei'tui'suan'fa
航线监视雷达,hang'xian'jian'shi'lei'da
航向信标,hang'xiang'xin'biao
航行障碍物,hang'xing'zhang'ai'wu
毫安,hao'an
耗材,hao'cai
好点干活,hao'dian'gan'huo
耗电量,hao'dian'liang
好附,hao'fu
蒿秆覆盖,hao'gan'fu'gai
昊昊滑板车,hao'hao'hua'ban'che
耗尽近似,hao'jin'jin'si
耗尽型逻辑,hao'jin'xing'luo'ji
毫克,hao'ke
号孔,hao'kong
蒿柳,hao'liu
郝美英,hao'mei'ying
毫米,hao'mi
毫米波通信,hao'mi'bo'tong'xin
毫秒,hao'miao
毫升,hao'sheng
郝燕,hao'yan
好氧消化,hao'yang'xiao'hua
荷包花,he'bao'hua
荷包牡丹,he'bao'mu'dan
禾本科绿肥,he'ben'ke'lv'fei
核泵浦,he'beng'pu
合成电阻器,he'cheng'dian'zu'qi
合成坡度,he'cheng'po'du
河川径流,he'chuan'jing'liu
河床,he'chuang
河道管理,he'dao'guan'li
核电池,he'dian'chi
核定控制费用,he'ding'kong'zhi'fei'yong
赫尔维茨判据,he'er'wei'ci'pan'ju
河谷调蓄量,he'gu'tiao'xu'liang
荷花米黄,he'hua'mi'huang
合金钻头,he'jin'zuan'tou
河口,he'kou
河口湾,he'kou'wan
荷兰菊,he'lan'ju
河流,he'liu
河流等级,he'liu'deng'ji
阂留缝,he'liu'feng
河流干涸,he'liu'gan'he
河流阶地,he'liu'jie'di
河流流域,he'liu'liu'yu
河流频数,he'liu'pin'shuo
河流深潭,he'liu'shen'tan
合流水量,he'liu'shui'liang
河流弯曲度,he'liu'wan'qu'du
河流学,he'liu'xue
河流纵断面,he'liu'zong'duan'mian
河流纵剖面,he'liu'zong'pou'mian
河南柏,he'nan'bai
河曲,he'qu
褐色土豆,he'se'tu'dou
何氏凤仙,he'shi'feng'xian
盒式录象机,he'shi'lu'xiang'ji
盒式录音机,he'shi'lu'yin'ji
盒式透镜,he'shi'tou'jing
核素成象,he'su'cheng'xiang
核素扫描机,he'su'sao'miao'ji
核桃红,he'tao'hong
核桃钳,he'tao'qian
核听诊器,he'ting'zhen'qi
褐土,he'tu
河湾,he'wan
河网密度,he'wang'mi'du
河网形式,he'wang'xing'shi
核芯,he'xin
核芯筒,he'xin'tong
核心筒,he'xin'tong
核雄性不育系,he'xiong'xing'bu'yu'xi
何学茂,he'xue'mao
和易性,he'yi'xing
核移植,he'yi'zhi
合用线,he'yong'xian
荷载,he'zai
荷载导算,he'zai'dao'suan
荷载输入,he'zai'shu'ru
荷载组合,he'zai'zu'he
合脂,he'zhi
核质互作,he'zhi'hu'zuo
合作设计,he'zuo'she'ji
黑白电视,hei'bai'dian'shi
黑白根,hei'bai'gen
黑白花,hei'bai'hua
黑白可视,hei'bai'ke'shi
黑白片,hei'bai'pian
黑白显象管,hei'bai'xian'xiang'guan
黑白玉,hei'bai'yu
黑板,hei'ban
黑板岩,hei'ban'yan
黑点儿,hei'dian'er
黑洞石,hei'dong'shi
黑粉菌,hei'fen'jun
黑骨大红花,hei'gu'da'hong'hua
黑金彩麻,hei'jin'cai'ma
黑金花,hei'jin'hua
黑金沙麻石,hei'jin'sha'ma'shi
黑罗兰,hei'luo'lan
黑桃木贴面板,hei'tao'mu'tie'mian'ban
黑铁管,hei'tie'guan
黑铁皮,hei'tie'pi
黑杨,hei'yang
黑榆,hei'yu
痕量元素,hen'liang'yuan'su
很热闹吧,hen're'nao'ba
很微弱,hen'wei'ruo
恒比鉴别器,heng'bi'jian'bie'qi
横电磁波室,heng'dian'ci'bo'shi
横缝,heng'feng
横栱,heng'gong
横骨,heng'gu
横管,heng'guan
横管弯曲度,heng'guan'wan'qu'du
恒荷载,heng'he'zai
横基尺视差法,heng'ji'chi'shi'cha'fa
桁架桥,heng'jia'qiao
横筋,heng'jin
横梁,heng'liang
横流式冷却塔,heng'liu'shi'leng'que'ta
横明竖隐,heng'ming'shu'yin
横模锁定,heng'mo'suo'ding
横模选择,heng'mo'xuan'ze
横墙,heng'qiang
横通道,heng'tong'dao
恒温恒湿,heng'wen'heng'shi
恒温恒湿试验,heng'wen'heng'shi'shi'yan
恒温设备,heng'wen'she'bei
横向钢筋,heng'xiang'gang'jin
横向伸缩缝,heng'xiang'shen'suo'feng
横向疏散口,heng'xiang'shu'san'kou
恒向线,heng'xiang'xian
恒虚警率,heng'xu'jing'lv
横隐竖明,heng'yin'shu'ming
恒智天成,heng'zhi'tian'cheng
衡重式挡土墙,heng'zhong'shi'dang'tu'qiang
红宝石,hong'bao'shi
红背桂花,hong'bei'gui'hua
烘焙鸡,hong'bei'ji
洪冲积物,hong'chong'ji'wu
红刺露蔸,hong'ci'lu'dou
红刺梅,hong'ci'mei
红丹防锈漆,hong'dan'fang'xiu'qi
红丁香,hong'ding'xiang
红豆越桔,hong'dou'yue'ju
洪泛平源,hong'fan'ping'yuan
洪泛区,hong'fan'qu
洪峰,hong'feng
洪峰流量,hong'feng'liu'liang
红凤仙花,hong'feng'xian'hua
红果仔,hong'guo'zai
洪痕,hong'hen
红槲栎,hong'hu'li
红花菜豆,hong'hua'cai'dou
红花继木,hong'hua'ji'mu
红花园组,hong'hua'yuan'zu
红花紫荆,hong'hua'zi'jing
红花籽油,hong'hua'zi'you
红花酢浆草,hong'hua'zuo'jiang'cao
洪积土,hong'ji'tu
红脊瓦,hong'ji'wa
洪涝,hong'lao
洪流,hong'liu
红窿石,hong'long'shi
红奶油,hong'nai'you
红楠,hong'nan
红千层,hong'qian'ceng
红雀珊瑚,hong'que'shan'hu
红绒球,hong'rong'qiu
红桑,hong'sang
洪山路,hong'shan'lu
洪水,hong'shui
洪水标记,hong'shui'biao'ji
洪水过程线,hong'shui'guo'cheng'xian
洪水河槽,hong'shui'he'cao
红松锯材,hong'song'ju'cai
红铁,hong'tie
红外测距仪,hong'wai'ce'ju'yi
红外行扫描仪,hong'wai'hang'sao'miao'yi
红外前视系统,hong'wai'qian'shi'xi'tong
红外扫描,hong'wai'sao'miao
红外夜视系统,hong'wai'ye'shi'xi'tong
虹吸滤池,hong'xi'lv'chi
虹吸喷射,hong'xi'pen'she
红苋草,hong'xian'cao
红线宽度,hong'xian'kuan'du
红线米黄,hong'xian'mi'huang
红橡,hong'xiang
红橡木,hong'xiang'mu
红橡贴面板,hong'xiang'tie'mian'ban
红芽大戟,hong'ya'da'ji
红叶樱,hong'ye'ying
红云石,hong'yun'shi
红紫晶,hong'zi'jing
红紫苏,hong'zi'su
厚层结构,hou'ceng'jie'gou
后顶,hou'ding
厚合脂,hou'he'zhi
后崛青,hou'jue'qing
后立面,hou'li'mian
后楼梯,hou'lou'ti
后吕,hou'lv
厚膜浆料,hou'mo'jiang'liao
厚皮香,hou'pi'xiang
后阴,hou'yin
侯玉昌,hou'yu'chang
后址,hou'zhi
后缀码,hou'zhui'ma
护岸,hu'an
虎贝红,hu'bei'hong
湖北墨玉,hu'bei'mo'yu
湖北潜江,hu'bei'qian'jiang
湖北武汉市,hu'bei'wu'han'shi
湖北总站,hu'bei'zong'zhan
湖滨,hu'bin
湖冰,hu'bing
弧垂,hu'chui
胡葱,hu'cong
护底,hu'di
蝴蝶果,hu'die'guo
蝴蝶槐,hu'die'huai
蝴蝶青,hu'die'qing
虎耳草科,hu'er'cao'ke
弧光灯,hu'guang'deng
弧光灯照明,hu'guang'deng'zhao'ming
弧光放电,hu'guang'fang'dian
弧光放电管,hu'guang'fang'dian'guan
弧光聚光灯,hu'guang'ju'guang'deng
护环,hu'huan
护假,hu'jia
虎口,hu'kou
护栏,hu'lan
护栏标准段,hu'lan'biao'zhun'duan
护栏端头,hu'lan'duan'tou
护栏过渡段,hu'lan'guo'du'duan
护栏渐变段,hu'lan'jian'bian'duan
胡莉莉,hu'li'li
护林,hu'lin
葫芦,hu'lu
湖面波动,hu'mian'bo'dong
户内单芯,hu'nei'dan'xin
虎皮黄,hu'pi'huang
虎皮纹,hu'pi'wen
护坡,hu'po
湖泊,hu'po
护坡工程,hu'po'gong'cheng
琥珀红,hu'po'hong
湖泊率,hu'po'lv
湖泊水文学,hu'po'shui'wen'xue
互谱,hu'pu
护砌,hu'qi
护青,hu'qing
护权,hu'quan
湖容高速公路,hu'rong'gao'su'gong'lu
胡瑞林,hu'rui'lin
互熵,hu'shang
湖水对流,hu'shui'dui'liu
呼损,hu'sun
湖滩,hu'tan
胡桃科,hu'tao'ke
胡桃钳,hu'tao'qian
胡桃楸,hu'tao'qiu
护筒,hu'tong
胡同游,hu'tong'you
胡颓子科,hu'tui'zi'ke
户外单芯,hu'wai'dan'xin
护尾雷达,hu'wei'lei'da
狐尾椰子,hu'wei'ye'zi
呼吸系数,hu'xi'xi'shu
胡先祥,hu'xian'xiang
虎啸狮吼,hu'xiao'shi'hou
壶穴,hu'xue
胡言乱言,hu'yan'luan'yan
虎眼万年青,hu'yan'wan'nian'qing
湖沼水文学,hu'zhao'shui'wen'xue
湖沼学,hu'zhao'xue
虎榛子,hu'zhen'zi
胡子工程,hu'zi'gong'cheng
滑板,hua'ban
滑板车配件,hua'ban'che'pei'jian
华北卫矛,hua'bei'wei'mao
滑槽磨耗板,hua'cao'mo'hao'ban
花菖蒲,hua'chang'pu
华承新,hua'cheng'xin
滑道,hua'dao
滑动,hua'dong
滑动带,hua'dong'dai
华东动力,hua'dong'dong'li
花房,hua'fang
花粉不育性,hua'fen'bu'yu'xing
花粉蒙导,hua'fen'meng'dao
化感素,hua'gan'su
花岗石板地面,hua'gang'shi'ban'di'mian
花岗岩,hua'gang'yan
花岗岩板,hua'gang'yan'ban
华栱,hua'gong
花卉装饰,hua'hui'zhuang'shi
花楷槭,hua'kai'qi
花历,hua'li
华丽板,hua'li'ban
花梨木贴面板,hua'li'mu'tie'mian'ban
花蔺,hua'lin
滑轮,hua'lun
花毛茛,hua'mao'gen
花米黄,hua'mi'huang
画面处理器,hua'mian'chu'li'qi
滑模铺筑,hua'mo'pu'zhu
桦木科,hua'mu'ke
花木兰,hua'mu'lan
滑坡,hua'po
滑坡体,hua'po'ti
滑坡学,hua'po'xue
花楸,hua'qiu
滑肉门,hua'rou'men
华沙红,hua'sha'hong
花山向斜,hua'shan'xiang'xie
花生,hua'sheng
花生油,hua'sheng'you
滑石,hua'shi
滑胎,hua'tai
花檀,hua'tan
化探,hua'tan
花檀木,hua'tan'mu
花檀树,hua'tan'shu
滑梯,hua'ti
画贴,hua'tie
滑行时间,hua'xing'shi'jian
化学泵浦,hua'xue'beng'pu
滑雪车,hua'xue'che
化学电源,hua'xue'dian'yuan
化学计量,hua'xue'ji'liang
化学教师,hua'xue'jiao'shi
化学螺栓,hua'xue'luo'shuan
化学敏感器,hua'xue'min'gan'qi
化学侵蚀,hua'xue'qin'shi
滑雪用具,hua'xue'yong'ju
化学诱变剂,hua'xue'you'bian'ji
花薰茶,hua'xun'cha
花牙子,hua'ya'zi
花牙子雀替,hua'ya'zi'que'ti
花烟草,hua'yan'cao
花药培养,hua'yao'pei'yang
花叶长春花,hua'ye'chang'chun'hua
花叶丁香,hua'ye'ding'xiang
花叶假连翘,hua'ye'jia'lian'qiao
花叶良姜,hua'ye'liang'jiang
花叶女贞,hua'ye'nv'zhen
花叶荨麻,hua'ye'qian'ma
花叶榕,hua'ye'rong
花叶万年青,hua'ye'wan'nian'qing
花叶芋,hua'ye'yu
花叶竹芋,hua'ye'zhu'yu
滑移,hua'yi
滑移带,hua'yi'dai
滑移面,hua'yi'mian
话音激活,hua'yin'ji'huo
花园工具,hua'yuan'gong'ju
花障木,hua'zhang'mu
花障贴面板,hua'zhang'tie'mian'ban
华中明,hua'zhong'ming
华中木兰,hua'zhong'mu'lan
槐树,huai'shu
环保网,huan'bao'wang
幻彩红,huan'cai'hong
幻彩金麻,huan'cai'jin'ma
幻彩蓝砂岩,huan'cai'lan'sha'yan
幻彩绿,huan'cai'lv
幻彩紫,huan'cai'zi
环磁导率,huan'ci'dao'lv
环刀,huan'dao
环道试验,huan'dao'shi'yan
幻灯,huan'deng
幻景,huan'jing
环境参数,huan'jing'can'shu
环境地球化学,huan'jing'di'qiu'hua'xue
环境地质学,huan'jing'di'zhi'xue
环境毒性,huan'jing'du'xing
环境剂量计,huan'jing'ji'liang'ji
环境模拟,huan'jing'mo'ni
环境评价,huan'jing'ping'jia
环境气候,huan'jing'qi'hou
环境区划,huan'jing'qu'hua
环境容量,huan'jing'rong'liang
环境设计,huan'jing'she'ji
环境试验,huan'jing'shi'yan
环境退化,huan'jing'tui'hua
环境危害,huan'jing'wei'hai
环境污染,huan'jing'wu'ran
环境效益,huan'jing'xiao'yi
环境异常,huan'jing'yi'chang
环境因数,huan'jing'yin'shu
环境影响,huan'jing'ying'xiang
环境影响评价,huan'jing'ying'xiang'ping'jia
环境质量参数,huan'jing'zhi'liang'can'shu
环境质量评价,huan'jing'zhi'liang'ping'jia
环境准则,huan'jing'zhun'ze
环境自净,huan'jing'zi'jing
环境总站,huan'jing'zong'zhan
换流器,huan'liu'qi
环路,huan'lu
换路间,huan'lu'jian
环路增益,huan'lu'zeng'yi
换气装置,huan'qi'zhuang'zhi
缓释肥料,huan'shi'fei'liao
环跳,huan'tiao
环形干管布置,huan'xing'gan'guan'bu'zhi
环形控制网,huan'xing'kong'zhi'wang
环形通气管,huan'xing'tong'qi'guan
缓胀性,huan'zhang'xing
黄道,huang'dao
黄帝战蚩尤,huang'di'zhan'chi'you
黄钢丝,huang'gang'si
皇冠草,huang'guan'cao
黄鹤楼,huang'he'lou
黄蝴蝶,huang'hu'die
黄花,huang'hua
黄桦,huang'hua
黄花忍冬,huang'hua'ren'dong
黄花铁线莲,huang'hua'tie'xian'lian
皇家金,huang'jia'jin
皇家米黄,huang'jia'mi'huang
黄建翔,huang'jian'xiang
黄建政,huang'jian'zheng
黄椒,huang'jiao
黄槿,huang'jin
黄金白麻,huang'jin'bai'ma
黄金间碧竹,huang'jin'jian'bi'zhu
黄金米黄,huang'jin'mi'huang
黄金钻,huang'jin'zuan
皇晶麻,huang'jing'ma
黄龙米黄,huang'long'mi'huang
黄窿石,huang'long'shi
黄绿苹果,huang'lv'ping'guo
黄毛豆付柴,huang'mao'dou'fu'chai
黄毛掌,huang'mao'zhang
肓门,huang'men
荒漠化,huang'mo'hua
黄牌儿,huang'pai'er
幌伞枫,huang'san'feng
黄砂,huang'sha
皇室白,huang'shi'bai
皇室啡,huang'shi'fei
皇室金麻,huang'shi'jin'ma
皇室米黄,huang'shi'mi'huang
黄苔,huang'tai
黄铜套管,huang'tong'tao'guan
黄土,huang'tu
黄土阶地区,huang'tu'jie'di'qu
黄土丘陵林区,huang'tu'qiu'ling'lin'qu
黄纹万年麻,huang'wen'wan'nian'ma
黄芜花,huang'wu'hua
黄虾花,huang'xia'hua
黄锈石,huang'xiu'shi
黄杨科,huang'yang'ke
肓俞,huang'yu
黄钟花,huang'zhong'hua
灰板,hui'ban
灰板岩,hui'ban'yan
回报,hui'bao
汇报结束,hui'bao'jie'shu
回波抵消器,hui'bo'di'xiao'qi
回波损耗,hui'bo'sun'hao
回波抑制器,hui'bo'yi'zhi'qi
彗差,hui'cha
回程,hui'cheng
汇大气筒,hui'da'qi'tong
汇兑结算方式,hui'dui'jie'suan'fang'shi
回访,hui'fang
灰缝,hui'feng
回风管道系统,hui'feng'guan'dao'xi'tong
回风系统,hui'feng'xi'tong
恢复,hui'fu
回复磁导率,hui'fu'ci'dao'lv
恢复工具,hui'fu'gong'ju
恢复治理工程,hui'fu'zhi'li'gong'cheng
恢复治理后,hui'fu'zhi'li'hou
恢复治理项目,hui'fu'zhi'li'xiang'mu
回高场,hui'gao'chang
回归水,hui'gui'shui
回归线,hui'gui'xian
回归预测,hui'gui'yu'ce
回火,hui'huo
汇集全宗,hui'ji'quan'zong
